lemma,pos,ner
bring,VB,O
peace,NN,O
to,IN,O
many,JJ,O
troubled,JJ,O
soul,NNS,O
.,.,O
I,PRP,O
trust,VBP,O
that,IN,O
we,PRP,O
may,MD,O
do,VB,O
as,RB,O
much,JJ,O
for,IN,O
you,PRP,O
.,.,O
might,MD,O
I,PRP,O
beg,VB,O
you,PRP,O
",",",",O
as,IN,O
time,NN,O
may,MD,O
prove,VB,O
to,TO,O
be,VB,O
of,IN,O
importance,NN,O
",",",",O
to,IN,O
furnish,VB,O
I,PRP,O
with,IN,O
the,DT,O
fact,NNS,O
of,IN,O
you,PRP$,O
case,NN,O
without,IN,O
further,JJ,O
delay,NN,O
?,.,O
"""",``,O
we,PRP$,O
visitor,NN,O
again,RB,O
pass,VBD,O
he,PRP$,O
hand,NN,O
over,IN,O
he,PRP$,O
forehead,NN,O
",",",",O
as,IN,O
if,IN,O
he,PRP,O
find,VBD,O
it,PRP,O
bitterly,RB,O
hard,RB,O
.,.,O
from,IN,O
every,DT,O
gesture,NN,O
and,CC,O
expression,NN,O
I,PRP,O
could,MD,O
see,VB,O
that,IN,O
he,PRP,O
be,VBD,O
a,DT,O
reserve,VBN,O
",",",",O
self,NN,O
-,HYPH,O
contain,VBN,O
man,NN,O
",",",",O
with,IN,O
a,DT,O
dash,NN,O
of,IN,O
pride,NN,O
in,IN,O
he,PRP$,O
nature,NN,O
",",",",O
more,RBR,O
likely,JJ,O
to,TO,O
hide,VB,O
he,PRP$,O
wound,NNS,O
than,IN,O
to,IN,O
expose,VB,O
they,PRP,O
.,.,O
then,RB,O
suddenly,RB,O
",",",",O
with,IN,O
a,DT,O
fierce,JJ,O
gesture,NN,O
of,IN,O
he,PRP$,O
closed,JJ,O
hand,NN,O
",",",",O
like,IN,O
one,CD,O
who,WP,O
throw,VBZ,O
reserve,NN,O
to,IN,O
the,DT,O
wind,NNS,O
",",",",O
he,PRP,O
begin,VBD,O
.,.,O
"""",``,O
the,DT,O
fact,NNS,O
be,VBP,O
these,DT,O
",",",",O
Mr.,NNP,PERSON
Holmes,NNP,PERSON
",",",",O
"""",'',O
say,VBD,O
he,PRP,O
.,.,O
"""",``,O
I,PRP,O
be,VBP,O
a,DT,O
married,JJ,O
man,NN,O
",",",",O
and,CC,O
have,VBP,O
be,VBN,O
so,RB,O
for,IN,O
three,CD,O
year,NNS,O
.,.,O
during,IN,O
that,DT,O
time,NN,O
my,PRP$,O
wife,NN,O
and,CC,O
I,PRP,O
have,VBP,O
love,VBN,O
each,DT,O
other,JJ,O
as,IN,O
fondly,RB,O
and,CC,O
live,VBD,O
as,IN,O
happily,RB,O
as,IN,O
any,DT,O
two,CD,O
that,WDT,O
ever,RB,O
be,VBD,O
join,VBN,O
.,.,O
we,PRP,O
have,VBP,O
not,RB,O
have,VBN,O
a,DT,O
difference,NN,O
",",",",O
not,RB,O
one,CD,O
",",",",O
in,IN,O
thought,NN,O
or,CC,O
word,NN,O
or,CC,O
deed,NN,O
.,.,O
and,CC,O
now,RB,O
",",",",O
since,IN,O
last,JJ,DATE
Monday,NNP,DATE
",",",",O
there,EX,O
have,VBZ,O
suddenly,RB,O
spring,VBN,O
up,IN,O
a,DT,O
barrier,NN,O
between,IN,O
we,PRP,O
",",",",O
and,CC,O
I,PRP,O
find,VBP,O
that,IN,O
there,EX,O
be,VBZ,O
something,NN,O
in,IN,O
she,PRP$,O
life,NN,O
and,CC,O
in,IN,O
she,PRP$,O
thought,NN,O
of,IN,O
which,WDT,O
I,PRP,O
know,VBP,O
as,IN,O
little,JJ,O
as,IN,O
if,IN,O
she,PRP,O
be,VBD,O
the,DT,O
woman,NN,O
who,WP,O
brush,NNS,O
by,IN,O
I,PRP,O
in,IN,O
the,DT,O
street,NN,O
.,.,O
we,PRP,O
be,VBP,O
estrange,VBN,O
",",",",O
and,CC,O
I,PRP,O
want,VBP,O
to,TO,O
know,VB,O
why,WRB,O
.,.,O
"""",``,O
now,RB,O
there,EX,O
be,VBZ,O
one,CD,O
thing,NN,O
that,WDT,O
I,PRP,O
want,VBP,O
to,TO,O
impress,VB,O
upon,IN,O
you,PRP,O
before,IN,O
I,PRP,O
go,VBP,O
any,RB,O
further,RB,O
",",",",O
Mr.,NNP,PERSON
Holmes,NNP,PERSON
.,.,O
Effie,NNP,PERSON
love,VBZ,O
I,PRP,O
.,.,O
do,VB,O
not,RB,O
let,VB,O
there,RB,O
be,VB,O
any,DT,O
mistake,NN,O
about,IN,O
that,DT,O
.,.,O
she,PRP,O
love,VBZ,O
I,PRP,O
with,IN,O
she,PRP$,O
whole,JJ,O
heart,NN,O
and,CC,O
soul,NN,O
",",",",O
and,CC,O
never,RB,O
more,JJR,O
than,IN,O
now,RB,O
.,.,O
I,PRP,O
know,VBP,O
it,PRP,O
.,.,O
I,PRP,O
feel,VBP,O
it,PRP,O
.,.,O
I,PRP,O
do,VBP,O
not,RB,O
want,VB,O
to,TO,O
argue,VB,O
about,IN,O
that,DT,O
.,.,O
a,DT,O
man,NN,O
can,MD,O
tell,VB,O
easily,RB,O
enough,JJ,O
when,WRB,O
a,DT,O
woman,NN,O
love,VBZ,O
he,PRP,O
.,.,O
but,CC,O
there,EX,O
be,VBZ,O
this,DT,O
secret,NN,O
between,IN,O
we,PRP,O
",",",",O
and,CC,O
we,PRP,O
can,MD,O
never,RB,O
be,VB,O
the,DT,O
same,JJ,O
until,IN,O
it,PRP,O
be,VBZ,O
clear,VBN,O
.,.,O
"""",``,O
"""",``,O
kindly,RB,O
let,VB,O
I,PRP,O
have,VB,O
the,DT,O
fact,NNS,O
",",",",O
Mr.,NNP,PERSON
Munro,NNP,PERSON
",",",",O
"""",'',O
say,VBD,O
Holmes,NNP,PERSON
",",",",O
with,IN,O
some,DT,O
impatience,NN,O
.,.,O
"""",'',O
I,PRP,O
will,MD,O
tell,VB,O
you,PRP,O
what,WP,O
I,PRP,O
know,VBP,O
about,IN,O
Effie,NNP,PERSON
's,POS,O
history,NN,O
.,.,O
she,PRP,O
be,VBD,O
a,DT,O
widow,NN,O
when,WRB,O
I,PRP,O
meet,VBD,O
she,PRP$,O
first,JJ,O
",",",",O
though,IN,O
quite,RB,O
young,JJ,O
--,:,O
only,RB,O
twenty,CD,O
-,HYPH,O
five,CD,O
.,.,O
she,PRP$,O
name,NN,O
then,RB,O
be,VBD,O
Mrs.,NNP,O
Hebron,NNP,LOCATION
.,.,O
she,PRP,O
go,VBD,O
out,RP,O
to,IN,O
America,NNP,LOCATION
when,WRB,O
she,PRP,O
be,VBD,O
young,JJ,O
",",",",O
and,CC,O
live,VBD,O
in,IN,O
the,DT,O
town,NN,O
of,IN,O
Atlanta,NNP,LOCATION
",",",",O
where,WRB,O
she,PRP,O
marry,VBD,O
this,DT,O
Hebron,NNP,LOCATION
",",",",O
who,WP,O
be,VBD,O
a,DT,O
lawyer,NN,O
with,IN,O
a,DT,O
good,JJ,O
practice,NN,O
.,.,O
they,PRP,O
have,VBD,O
one,CD,O
child,NN,O
",",",",O
but,CC,O
the,DT,O
yellow,JJ,O
fever,NN,O
break,VBD,O
out,RP,O
badly,RB,O
in,IN,O
the,DT,O
place,NN,O
",",",",O
and,CC,O
both,DT,O
husband,NN,O
and,CC,O
child,NN,O
die,VBD,O
of,IN,O
it,PRP,O
.,.,O
I,PRP,O
have,VBP,O
see,VBN,O
he,PRP$,O
death,NN,O
certificate,NN,O
.,.,O
this,DT,O
sicken,VBD,O
she,PRP$,O
of,IN,O
America,NNP,LOCATION
",",",",O
and,CC,O
she,PRP,O
come,VBD,O
back,RB,O
to,TO,O
live,VB,O
with,IN,O
a,DT,O
maiden,JJ,O
aunt,NN,O
at,IN,O
Pinner,NNP,PERSON
",",",",O
in,IN,O
Middlesex,NNP,LOCATION
.,.,O
I,PRP,O
may,MD,O
mention,VB,O
that,IN,O
she,PRP$,O
husband,NN,O
have,VBD,O
leave,VBN,O
she,PRP$,O
comfortably,RB,O
off,RB,O
",",",",O
and,CC,O
that,IN,O
she,PRP,O
have,VBD,O
a,DT,O
capital,NN,O
of,IN,O
about,RB,O
four,CD,O
thousand,CD,O
five,CD,O
hundred,CD,O
pound,NNS,O
",",",",O
which,WDT,O
have,VBD,O
be,VBN,O
so,RB,O
well,RB,O
invest,VBN,O
by,IN,O
he,PRP,O
that,IN,O
it,PRP,O
return,VBD,O
a,DT,O
average,NN,O
of,IN,O
seven,CD,O
per,IN,O
cent,NN,O
.,.,O
she,PRP,O
have,VBD,O
only,RB,O
be,VBN,O
six,CD,O
month,NNS,O
at,IN,O
Pinner,NNP,PERSON
when,WRB,O
I,PRP,O
meet,VBD,O
she,PRP$,O
;,:,O
we,PRP,O
fall,VBD,O
in,IN,O
love,NN,O
with,IN,O
each,DT,O
other,JJ,O
",",",",O
and,CC,O
we,PRP,O
marry,VBD,O
a,DT,O
few,JJ,O
week,NNS,O
afterwards,RB,O
.,.,O
"""",``,O
I,PRP,O
be,VBP,O
a,DT,O
hop,NN,O
merchant,NN,O
myself,PRP,O
",",",",O
and,CC,O
as,IN,O
I,PRP,O
have,VBP,O
a,DT,O
income,NN,O
of,IN,O
seven,CD,O
or,CC,O
eight,CD,O
hundred,CD,O
",",",",O
we,PRP,O
find,VBD,O
ourselves,PRP,O
comfortably,RB,O
off,RB,O
",",",",O
and,CC,O
take,VBD,O
a,DT,O
nice,JJ,O
eighty,CD,O
-,HYPH,O
pound,NN,O
-,HYPH,O
a-year,NN,O
villa,NN,O
at,IN,O
Norbury,NNP,PERSON
.,.,O
we,PRP$,O
little,JJ,O
place,NN,O
be,VBD,O
very,RB,O
countrified,JJ,O
",",",",O
consider,VBG,O
that,IN,O
it,PRP,O
be,VBZ,O
so,RB,O
close,JJ,O
to,IN,O
town,NN,O
.,.,O
we,PRP,O
have,VBD,O
a,DT,O
inn,NN,O
and,CC,O
two,CD,O
house,NNS,O
a,DT,O
little,JJ,O
above,IN,O
we,PRP,O
",",",",O
and,CC,O
a,DT,O
single,JJ,O
cottage,NN,O
at,IN,O
the,DT,O
other,JJ,O
side,NN,O
of,IN,O
the,DT,O
field,NN,O
which,WDT,O
face,VBZ,O
we,PRP,O
",",",",O
and,CC,O
except,IN,O
those,DT,O
there,RB,O
be,VBD,O
no,DT,O
house,NNS,O
until,IN,O
you,PRP,O
get,VBD,O
half,DT,O
way,NN,O
to,IN,O
the,DT,O
station,NN,O
.,.,O
my,PRP$,O
business,NN,O
take,VBD,O
I,PRP,O
into,IN,O
town,NN,O
at,IN,O
certain,JJ,O
season,NNS,O
",",",",O
but,CC,O
in,IN,O
summer,NN,DATE
I,PRP,O
have,VBD,O
less,JJR,O
to,TO,O
do,VB,O
",",",",O
and,CC,O
then,RB,O
in,IN,O
we,PRP$,O
country,NN,O
home,RB,O
my,PRP$,O
wife,NN,O
and,CC,O
I,PRP,O
be,VBD,O
just,RB,O
as,IN,O
happy,JJ,O
as,IN,O
could,MD,O
be,VB,O
wish,VBN,O
.,.,O
I,PRP,O
tell,VBP,O
you,PRP,O
that,IN,O
there,EX,O
never,RB,O
be,VBD,O
a,DT,O
shadow,NN,O
between,IN,O
we,PRP,O
until,IN,O
this,DT,O
accurse,VBN,O
affair,NN,O
begin,VBD,O
.,.,O
"""",``,O
there,EX,O
be,VBZ,O
one,CD,O
thing,NN,O
I,PRP,O
ought,MD,O
to,TO,O
tell,VB,O
you,PRP,O
before,IN,O
I,PRP,O
go,VBP,O
further,RB,O
.,.,O
when,WRB,O
we,PRP,O
marry,VBD,O
",",",",O
my,PRP$,O
wife,NN,O
make,VBD,O
over,RP,O
all,PDT,O
she,PRP$,O
property,NN,O
to,IN,O
I,PRP,O
--,:,O
rather,RB,O
against,IN,O
my,PRP$,O
will,NN,O
",",",",O
for,IN,O
I,PRP,O
see,VBD,O
how,WRB,O
awkward,JJ,O
it,PRP,O
would,MD,O
be,VB,O
if,IN,O
my,PRP$,O
business,NN,O
affair,NNS,O
go,VBD,O
wrong,JJ,O
.,.,O
however,RB,O
",",",",O
she,PRP,O
would,MD,O
have,VB,O
it,PRP,O
so,RB,O
",",",",O
and,CC,O
it,PRP,O
be,VBD,O
do,VBN,O
.,.,O
well,UH,O
",",",",O
about,RB,O
six,CD,O
week,NNS,O
ago,IN,O
she,PRP,O
come,VBD,O
to,IN,O
I,PRP,O
.,.,O
"""",``,O
',``,O
Jack,NNP,PERSON
",",",",O
','',O
say,VBD,O
she,PRP,O
",",",",O
','',O
when,WRB,O
you,PRP,O
take,VBD,O
my,PRP$,O
money,NN,O
you,PRP,O
say,VBD,O
that,IN,O
if,IN,O
ever,RB,O
I,PRP,O
want,VBD,O
any,DT,O
I,PRP,O
be,VBD,O
to,TO,O
ask,VB,O
you,PRP,O
for,IN,O
it,PRP,O
.,.,O
','',O
"""",'',O
',``,O
certainly,RB,O
",",",",O
','',O
say,VBD,O
I.,NNP,O
',POS,O
it,PRP,O
be,VBZ,O
all,PDT,O
you,PRP$,O
own,JJ,O
.,.,O
','',O
"""",``,O
',``,O
well,UH,O
",",",",O
','',O
say,VBD,O
she,PRP,O
",",",",O
','',O
I,PRP,O
want,VBP,O
a,DT,O
hundred,CD,O
pound,NNS,O
.,.,O
','',O
"""",'',O
I,PRP,O
be,VBD,O
a,DT,O
bit,NN,O
stagger,VBN,O
at,IN,O
this,DT,O
",",",",O
for,IN,O
I,PRP,O
have,VBD,O
imagine,VBN,O
it,PRP,O
be,VBD,O
simply,RB,O
a,DT,O
new,JJ,O
dress,NN,O
or,CC,O
something,NN,O
of,IN,O
the,DT,O
kind,NN,O
that,WDT,O
she,PRP,O
be,VBD,O
after,RB,O
.,.,O
"""",``,O
',``,O
what,WP,O
on,IN,O
earth,NN,O
for,IN,O
?,.,O
','',O
I,PRP,O
ask,VBD,O
.,.,O
"""",``,O
',``,O
oh,UH,O
",",",",O
','',O
say,VBD,O
she,PRP,O
",",",",O
in,IN,O
she,PRP$,O
playful,JJ,O
way,NN,O
",",",",O
','',O
you,PRP,O
say,VBD,O
that,IN,O
you,PRP,O
be,VBD,O
only,RB,O
my,PRP$,O
banker,NN,O
",",",",O
and,CC,O
banker,NNS,O
never,RB,O
ask,VBP,O
question,NNS,O
",",",",O
you,PRP,O
know,VBP,O
.,.,O
','',O
"""",'',O
',``,O
if,IN,O
you,PRP,O
really,RB,O
mean,VB,O
it,PRP,O
",",",",O
of,IN,O
course,NN,O
you,PRP,O
shall,MD,O
have,VB,O
the,DT,O
money,NN,O
",",",",O
','',O
say,VBD,O
I.,NNP,O
"""",``,O
','',O
oh,UH,O
",",",",O
yes,UH,O
",",",",O
I,PRP,O
really,RB,O
mean,VB,O
it,PRP,O
.,.,O
','',O
"""",'',O
',``,O
and,CC,O
you,PRP,O
will,MD,O
not,RB,O
tell,VB,O
I,PRP,O
what,WP,O
you,PRP,O
want,VBP,O
it,PRP,O
for,IN,O
?,.,O
','',O
"""",``,O
','',O
some,DT,O
day,NN,O
",",",",O
perhaps,RB,O
",",",",O
but,CC,O
not,RB,O
just,RB,O
at,IN,O
present,JJ,O
",",",",O
Jack,NNP,PERSON
.,.,O
','',O
"""",'',O
so,RB,O
I,PRP,O
have,VBD,O
to,TO,O
be,VB,O
content,JJ,O
with,IN,O
that,DT,O
",",",",O
though,IN,O
it,PRP,O
be,VBD,O
the,DT,O
first,JJ,O
time,NN,O
that,IN,O
there,EX,O
have,VBD,O
ever,RB,O
be,VBN,O
any,DT,O
secret,NN,O
between,IN,O
we,PRP,O
.,.,O
I,PRP,O
give,VBD,O
she,PRP,O
a,DT,O
check,NN,O
",",",",O
and,CC,O
I,PRP,O
never,RB,O
think,VBD,O
any,DT,O
more,JJR,O
of,IN,O
the,DT,O
matter,NN,O
.,.,O
it,PRP,O
may,MD,O
have,VB,O
nothing,NN,O
to,TO,O
do,VB,O
with,IN,O
what,WP,O
come,VBD,O
afterwards,RB,O
",",",",O
but,CC,O
I,PRP,O
think,VBD,O
it,PRP,O
only,RB,O
right,RB,O
to,TO,O
mention,VB,O
it,PRP,O
.,.,O
"""",``,O
well,UH,O
",",",",O
I,PRP,O
tell,VBD,O
you,PRP,O
just,RB,O
now,RB,O
that,IN,O
there,EX,O
be,VBZ,O
a,DT,O
cottage,NN,O
not,RB,O
far,RB,O
from,IN,O
we,PRP$,O
house,NN,O
.,.,O
there,EX,O
be,VBZ,O
just,RB,O
a,DT,O
field,NN,O
between,IN,O
we,PRP,O
",",",",O
but,CC,O
to,TO,O
reach,VB,O
it,PRP,O
you,PRP,O
have,VBP,O
to,TO,O
go,VB,O
along,IN,O
the,DT,O
road,NN,O
and,CC,O
then,RB,O
turn,VB,O
down,RP,O
a,DT,O
lane,NN,O
.,.,O
just,RB,O
beyond,IN,O
it,PRP,O
be,VBZ,O
a,DT,O
nice,JJ,O
little,JJ,O
grove,NN,O
of,IN,O
Scotch,NNP,O
fir,NNS,O
",",",",O
and,CC,O
I,PRP,O
use,VBD,O
to,TO,O
be,VB,O
very,RB,O
fond,JJ,O
of,IN,O
stroll,VBG,O
down,RB,O
there,RB,O
",",",",O
for,IN,O
tree,NNS,O
be,VBP,O
always,RB,O
a,DT,O
neighborly,JJ,O
kind,NN,O
of,IN,O
thing,NNS,O
.,.,O
the,DT,O
cottage,NN,O
have,VBD,O
be,VBN,O
stand,VBG,O
empty,JJ,O
this,DT,O
eight,CD,O
month,NNS,O
",",",",O
and,CC,O
it,PRP,O
be,VBD,O
a,DT,O
pity,NN,O
",",",",O
for,IN,O
it,PRP,O
be,VBD,O
a,DT,O
pretty,RB,O
two,CD,O
storied,JJ,O
place,NN,O
",",",",O
with,IN,O
a,DT,O
old,JJ,O
-,HYPH,O
fashioned,JJ,O
porch,NN,O
and,CC,O
honeysuckle,NN,O
about,IN,O
it,PRP,O
.,.,O
I,PRP,O
have,VBP,O
stand,VBD,O
many,JJ,O
a,DT,O
time,NN,O
and,CC,O
think,VBD,O
what,WP,O
a,DT,O
neat,JJ,O
little,JJ,O
homestead,NN,O
it,PRP,O
would,MD,O
make,VB,O
.,.,O
"""",``,O
well,UH,MISC
",",",",O
last,JJ,O
Monday,NNP,DATE
evening,NN,TIME
I,PRP,O
be,VBD,O
take,VBG,O
a,DT,O
stroll,NN,O
down,IN,O
that,DT,O
way,NN,O
",",",",O
when,WRB,O
I,PRP,O
meet,VBD,O
a,DT,O
empty,JJ,O
van,NN,O
come,VBG,O
up,RP,O
the,DT,O
lane,NN,O
",",",",O
and,CC,O
see,VBD,O
a,DT,O
pile,NN,O
of,IN,O
carpet,NNS,O
and,CC,O
thing,NNS,O
lie,VBG,O
about,RB,O
on,IN,O
the,DT,O
grass,NN,O
-,HYPH,O
plot,NN,O
beside,IN,O
the,DT,O
porch,NN,O
.,.,O
it,PRP,O
be,VBD,O
clear,JJ,O
that,IN,O
the,DT,O
cottage,NN,O
have,VBD,O
at,IN,O
last,RB,O
be,VBN,O
let,VBN,O
.,.,O
I,PRP,O
walk,VBD,O
past,IN,O
it,PRP,O
",",",",O
and,CC,O
wonder,VBD,O
what,WP,O
sort,NN,O
of,IN,O
folk,NN,O
they,PRP,O
be,VBD,O
who,WP,O
have,VBD,O
come,VBN,O
to,TO,O
live,VB,O
so,RB,O
near,IN,O
we,PRP,O
.,.,O
and,CC,O
as,IN,O
I,PRP,O
look,VBD,O
I,PRP,O
suddenly,RB,O
become,VBD,O
aware,JJ,O
that,IN,O
a,DT,O
face,NN,O
be,VBD,O
watch,VBG,O
I,PRP,O
out,IN,O
of,IN,O
one,CD,O
of,IN,O
the,DT,O
upper,JJ,O
window,NNS,O
.,.,O
"""",``,O
I,PRP,O
do,VBP,O
not,RB,O
know,VB,O
what,WP,O
there,EX,O
be,VBD,O
about,IN,O
that,DT,O
face,NN,O
",",",",O
Mr.,NNP,PERSON
Holmes,NNP,PERSON
",",",",O
but,CC,O
it,PRP,O
seem,VBD,O
to,TO,O
send,VB,O
a,DT,O
chill,NN,O
right,RB,O
down,IN,O
my,PRP$,O
back,NN,O
.,.,O
I,PRP,O
be,VBD,O
some,DT,O
little,JJ,O
way,NN,O
off,RB,O
",",",",O
so,IN,O
that,IN,O
I,PRP,O
could,MD,O
not,RB,O
make,VB,O
out,RP,O
the,DT,O
feature,NNS,O
",",",",O
but,CC,O
there,EX,O
be,VBD,O
something,NN,O
unnatural,JJ,O
and,CC,O
inhuman,JJ,O
about,IN,O
the,DT,O
face,NN,O
.,.,O
that,DT,O
be,VBD,O
the,DT,O
impression,NN,O
that,IN,O
I,PRP,O
have,VBD,O
",",",",O
and,CC,O
I,PRP,O
move,VBD,O
quickly,RB,O
forwards,RB,O
to,TO,O
get,VB,O
a,DT,O
nearer,JJ,O
view,NN,O
of,IN,O
the,DT,O
person,NN,O
who,WP,O
be,VBD,O
watch,VBG,O
I,PRP,O
.,.,O
but,CC,O
as,IN,O
I,PRP,O
do,VBD,O
so,RB,O
the,DT,O
face,NN,O
suddenly,RB,O
disappear,VBD,O
",",",",O
so,RB,O
suddenly,RB,O
that,IN,O
it,PRP,O
seem,VBD,O
to,TO,O
have,VB,O
be,VBN,O
pluck,VBN,O
away,RB,O
into,IN,O
the,DT,O
darkness,NN,O
of,IN,O
the,DT,O
room,NN,O
.,.,O
I,PRP,O
stand,VBD,O
for,IN,O
five,CD,O
minute,NNS,O
think,VBG,O
the,DT,O
business,NN,O
over,IN,O
",",",",O
and,CC,O
try,VBG,O
to,TO,O
analyze,VB,O
my,PRP$,O
impression,NNS,O
.,.,O
I,PRP,O
could,MD,O
not,RB,O
tell,VB,O
if,IN,O
the,DT,O
face,NN,O
be,VBD,O
that,IN,O
of,IN,O
a,DT,O
man,NN,O
or,CC,O
a,DT,O
woman,NN,O
.,.,O
it,PRP,O
have,VBD,O
be,VBN,O
too,RB,O
far,RB,O
from,IN,O
I,PRP,O
for,IN,O
that,DT,O
.,.,O
but,CC,O
its,PRP$,O
color,NN,O
be,VBD,O
what,WP,O
have,VBD,O
impress,VBN,O
I,PRP,O
most,RBS,O
.,.,O
it,PRP,O
be,VBD,O
of,IN,O
a,DT,O
livid,JJ,O
chalky,JJ,O
white,JJ,O
",",",",O
and,CC,O
with,IN,O
something,NN,O
set,VBN,O
and,CC,O
rigid,JJ,O
about,IN,O
it,PRP,O
which,WDT,O
be,VBD,O
shockingly,RB,O
unnatural,JJ,O
.,.,O
so,RB,O
disturb,VBN,O
be,VBD,O
I,PRP,O
that,IN,O
I,PRP,O
determine,VBD,O
to,TO,O
see,VB,O
a,DT,O
little,JJ,O
more,JJR,O
of,IN,O
the,DT,O
new,JJ,O
inmate,NNS,O
of,IN,O
the,DT,O
cottage,NN,O
.,.,O
I,PRP,O
approach,VBD,O
and,CC,O
knock,VBD,O
at,IN,O
the,DT,O
door,NN,O
",",",",O
which,WDT,O
be,VBD,O
instantly,RB,O
open,VBN,O
by,IN,O
a,DT,O
tall,JJ,O
",",",",O
gaunt,JJ,O
woman,NN,O
with,IN,O
a,DT,O
harsh,JJ,O
",",",",O
forbid,VBG,O
face,NN,O
.,.,O
"""",``,O
',``,O
what,WP,O
may,MD,O
you,PRP,O
be,VB,O
wantin,NN,O
','',O
?,.,O
',``,O
she,PRP,O
ask,VBD,O
",",",",O
in,IN,O
a,DT,O
Northern,NNP,MISC
accent,NN,O
.,.,O
"""",``,O
',``,O
I,PRP,O
be,VBP,O
you,PRP$,O
neighbor,NN,O
over,IN,O
yonder,NN,O
",",",",O
','',O
say,VBD,O
I,PRP,O
",",",",O
nod,VBG,O
towards,IN,O
my,PRP$,O
house,NN,O
.,.,O
',``,O
I,PRP,O
see,VBP,O
that,IN,O
you,PRP,O
have,VBP,O
only,RB,O
just,RB,O
move,VBN,O
in,RB,O
",",",",O
so,RB,O
I,PRP,O
think,VBD,O
that,IN,O
if,IN,O
I,PRP,O
could,MD,O
be,VB,O
of,IN,O
any,DT,O
help,NN,O
to,IN,O
you,PRP,O
in,IN,O
any,DT,O
--,:,O
','',O
"""",``,O
','',O
ay,UH,O
",",",",O
we,PRP,O
will,MD,O
just,RB,O
ask,VB,O
ye,PRP,O
when,WRB,O
we,PRP,O
want,VBP,O
ye,PRP,O
",",",",O
','',O
say,VBD,O
she,PRP,O
",",",",O
and,CC,O
shut,VBD,O
the,DT,O
door,NN,O
in,IN,O
my,PRP$,O
face,NN,O
.,.,O
annoyed,JJ,O
at,IN,O
the,DT,O
churlish,JJ,O
rebuff,NN,O
",",",",O
I,PRP,O
turn,VBD,O
my,PRP$,O
back,NN,O
and,CC,O
walk,VBD,O
home,RB,O
.,.,O
all,DT,O
evening,NN,O
",",",",O
though,IN,O
I,PRP,O
try,VBD,O
to,TO,O
think,VB,O
of,IN,O
other,JJ,O
thing,NNS,O
",",",",O
my,PRP$,O
mind,NN,O
would,MD,O
still,RB,O
turn,VB,O
to,IN,O
the,DT,O
apparition,NN,O
at,IN,O
the,DT,O
window,NN,O
and,CC,O
the,DT,O
rudeness,NN,O
of,IN,O
the,DT,O
woman,NN,O
.,.,O
I,PRP,O
determine,VBD,O
to,TO,O
say,VB,O
nothing,NN,O
about,IN,O
the,DT,O
former,JJ,O
to,IN,O
my,PRP$,O
wife,NN,O
",",",",O
for,IN,O
she,PRP,O
be,VBZ,O
a,DT,O
nervous,JJ,O
",",",",O
highly,RB,O
string,VBN,O
woman,NN,O
",",",",O
and,CC,O
I,PRP,O
have,VBD,O
no,DT,O
wish,NN,O
that,IN,O
she,PRP,O
would,MD,O
share,VB,O
the,DT,O
unpleasant,JJ,O
impression,NN,O
which,WDT,O
have,VBD,O
be,VBN,O
produce,VBN,O
upon,IN,O
myself,PRP,O
.,.,O
I,PRP,O
remark,VBD,O
to,IN,O
she,PRP,O
",",",",O
however,RB,O
",",",",O
before,IN,O
I,PRP,O
fall,VBD,O
asleep,RB,O
",",",",O
that,IN,O
the,DT,O
cottage,NN,O
be,VBD,O
now,RB,O
occupy,VBN,O
",",",",O
to,TO,O
which,WDT,O
she,PRP,O
return,VBD,O
no,DT,O
reply,NN,O
.,.,O
"""",``,O
I,PRP,O
be,VBP,O
usually,RB,O
a,DT,O
extremely,RB,O
sound,JJ,O
sleeper,NN,O
.,.,O
it,PRP,O
have,VBZ,O
be,VBN,O
a,DT,O
stand,VBG,O
jest,NN,O
in,IN,O
the,DT,O
family,NN,O
that,IN,O
nothing,NN,O
could,MD,O
ever,RB,O
wake,VB,O
I,PRP,O
during,IN,O
the,DT,O
night,NN,O
.,.,O
and,CC,O
yet,RB,O
somehow,RB,O
on,IN,O
that,DT,O
particular,JJ,O
night,NN,O
",",",",O
whether,IN,O
it,PRP,O
may,MD,O
have,VB,O
be,VBN,O
the,DT,O
slight,JJ,O
excitement,NN,O
produce,VBN,O
by,IN,O
my,PRP$,O
little,JJ,O
adventure,NN,O
or,CC,O
not,RB,O
I,PRP,O
know,VBP,O
not,RB,O
",",",",O
but,CC,O
I,PRP,O
sleep,VBD,O
much,RB,O
more,RBR,O
lightly,RB,O
than,IN,O
usual,JJ,O
.,.,O
half,NN,O
in,IN,O
my,PRP$,O
dream,NNS,O
I,PRP,O
be,VBD,O
dimly,RB,O
conscious,JJ,O
that,IN,O
something,NN,O
be,VBD,O
go,VBG,O
on,RP,O
in,IN,O
the,DT,O
room,NN,O
",",",",O
and,CC,O
gradually,RB,O
become,VBD,O
aware,JJ,O
that,IN,O
my,PRP$,O
wife,NN,O
have,VBD,O
dress,VBN,O
herself,PRP,O
and,CC,O
be,VBD,O
slip,VBG,O
on,IN,O
she,PRP$,O
mantle,NN,O
and,CC,O
she,PRP$,O
bonnet,NN,O
.,.,O
my,PRP$,O
lip,NNS,O
be,VBD,O
part,VBN,O
to,IN,O
murmur,NN,O
out,IN,O
some,DT,O
sleepy,JJ,O
word,NNS,O
of,IN,O
surprise,NN,O
or,CC,O
remonstrance,NN,O
at,IN,O
