occurence,speaker,canonicalSpeaker,text
92,Watson,Watson,"My dear Watson, you as a medical man are continually gaining light as to the tendencies of a child by the study of the parents. Don't you see that the converse is equally valid. I have frequently gained my first real insight into the character of parents by studying their children. This child's disposition is abnormally cruel, merely for cruelty's sake, and whether he derives this from his smiling father, as I should suspect, or from his mother, it bodes evil for the poor girl who is in their power."
93,Watson,Watson,"I am sure that you are right, Mr. Holmes,"
94,Watson,Watson,"A thousand things come back to me which make me certain that you have hit it. Oh, let us lose not an instant in bringing help to this poor creature."
95,Mr. Holmes,Sherlock Holmes,"We must be circumspect, for we are dealing with a very cunning man. We can do nothing until seven o'clock. At that hour we shall be with you, and it will not be long before we solve the mystery."
96,Holmes,Sherlock Holmes,Have you managed it?
97,his,she,"That is Mrs. Toller in the cellar,"
98,Holmes,Sherlock Holmes,"Her husband lies snoring on the kitchen rug. Here are his keys, which are the duplicates of Mr. Rucastle's."
99,Holmes,Sherlock Holmes,You have done well indeed!
100,Holmes,Sherlock Holmes,"Now lead the way, and we shall soon see the end of this black business."
101,Holmes,Sherlock Holmes,"I trust that we are not too late,"
102,Holmes,Sherlock Holmes,"I think, Miss Hunter, that we had better go in without you. Now, Watson, put your shoulder to it, and we shall see whether we cannot make our way in."
103,Holmes,Sherlock Holmes,"There has been some villainy here,"
104,Holmes,Sherlock Holmes,this beauty has guessed Miss Hunter's intentions and has carried his victim off.
105,Miss Hunter,Unknown,But how?
106,Miss Hunter,Miss Hunter,Through the skylight. We shall soon see how he managed it.
107,Unknown,Miss Hunter,"Ah, yes,"
108,Miss Hunter,Miss Hunter,here's the end of a long light ladder against the eaves. That is how he did it.
109,Miss Hunter,Miss Hunter,"But it is impossible,"
110,Miss Hunter,Miss Hunter,the ladder was not there when the Rucastles went away.
111,Miss Hunter,Miss Hunter,"He has come back and done it. I tell you that he is a clever and dangerous man. I should not be very much surprised if this were he whose step I hear now upon the stair. I think, Watson, that it would be as well for you to have your pistol ready."
112,his,his,You villain!
113,his,his,where's your daughter?
114,his,his,"It is for me to ask you that,"
115,Unknown,his,"you thieves! Spies and thieves! I have caught you, have I? You are in my power. I'll serve you!"
116,Miss Hunter,Miss Hunter,He's gone for the dog!
117,Miss Hunter,Miss Hunter,"I have my revolver,"
118,Holmes,Sherlock Holmes,"Better close the front door,"
119,Miss Hunter,his,My God!
120,Holmes,Sherlock Holmes,"Someone has loosed the dog. It's not been fed for two days. Quick, quick, or it'll be too late!"
121,Miss Hunter,Miss Hunter,Mrs. Toller!
122,Holmes,Holmes,"Yes, miss. Mr. Rucastle let me out when he came back before he went up to you. Ah, miss, it is a pity you didn't let me know what you were planning, for I would have told you that your pains were wasted."
123,Holmes,Holmes,Ha!
124,Holmes,Holmes,It is clear that Mrs. Toller knows more about this matter than anyone else.
125,Holmes,Holmes,"Yes, sir, I do, and I am ready enough to tell what I know."
126,Holmes,Holmes,"Then, pray, sit down, and let us hear it for there are several points on which I must confess that I am still in the dark."
127,her,she,"I will soon make it clear to you,"
128,Holmes,Sherlock Holmes,"and I'd have done so before now if I could ha' got out from the cellar. If there's police-court business over this, you'll remember that I was the one that stood your friend, and that I was Miss Alice's friend too.

""She was never happy at home, Miss Alice wasn't, from the time that her father married again. She was slighted like and had no say in anything, but it never really became bad for her until after she met Mr. Fowler at a friend's house. As well as I could learn, Miss Alice had rights of her own by will, but she was so quiet and patient, she was, that she never said a word about them but just left everything in Mr. Rucastle's hands. He knew he was safe with her; but when there was a chance of a husband coming forward, who would ask for all that the law would give him, then her father thought it time to put a stop on it. He wanted her to sign a paper, so that whether she married or not, he could use her money. When she wouldn't do it, he kept on worrying her until she got brain-fever, and for six weeks was at death's door. Then she got better at last, all worn to a shadow, and with her beautiful hair cut off; but that didn't make no change in her young man, and he stuck to her as true as man could be."
129,Holmes,Sherlock Holmes,"Ah,"
130,Holmes,Sherlock Holmes,"I think that what you have been good enough to tell us makes the matter fairly clear, and that I can deduce all that remains. Mr. Rucastle then, I presume, took to this system of imprisonment?"
131,Holmes,Sherlock Holmes,"Yes, sir."
132,Holmes,Sherlock Holmes,And brought Miss Hunter down from London in order to get rid of the disagreeable persistence of Mr. Fowler.
133,Holmes,Sherlock Holmes,"That was it, sir."
134,Holmes,Sherlock Holmes,"But Mr. Fowler being a persevering man, as a good seaman should be, blockaded the house, and having met you succeeded by certain arguments, metallic or otherwise, in convincing you that your interests were the same as his."
135,Mrs. Toller,Mrs. Toller,"Mr. Fowler was a very kind-spoken, free-handed gentleman,"
136,Mrs. Toller,Mrs. Toller,"And in this way he managed that your good man should have no want of drink, and that a ladder should be ready at the moment when your master had gone out."
137,Holmes,Sherlock Holmes,"You have it, sir, just as it happened."
138,Holmes,Sherlock Holmes,"I am sure we owe you an apology, Mrs. Toller,"
139,Holmes,Sherlock Holmes,"for you have certainly cleared up everything which puzzled us. And here comes the country surgeon and Mrs. Rucastle, so I think, Watson, that we had best escort Miss Hunter back to Winchester, as it seems to me that our locus standi now is rather a questionable one."
